STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Sơ chế,Cách làm,Cách dùng,Mách nhỏ,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
294,Gỏi sứa khoai môn,"Xốt mayonnaise Aji-mayo® beo béo, bắt mắt quyện với cái xừng xực, giòn giòn của miếng sứa, cộng hưởng thêm chút chua của chanh và nước sốt. Nghe là bạn đã muốn thưởng thức liền đúng không? Vào bếp làm ngay để tự mình cảm nhận mùi vị bạn nhé!",Món mặn,4 người,20,"Sứa tươi cắt sợi    300g, Khoai môn cắt sợi   300g, Cà rốt bào vỏ    100g, Hành tây    1 củ nhỏ, Cần tàu (chọn cọng nhỏ)  50g, Húng lủi    20g, Ớt sừng     2 trái, Tỏi băm, nước cốt chanh, mè trắng rang, Dầu ăn, muối, đường, tương ớt, nước mắm, Bột ngọt AJI-NO-MOTO®, Giấm gạo lên men Ajinomoto, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Hành tây, ớt sừng, cà rốt cắt sợi. Ướp hành tây, cà rốt với ít đường 10 phút, để ráo. 
– Húng lủi cắt nhỏ. Cần tàu cắt khúc 5cm.","– Chần sứa qua nước sôi rồi xả qua nước lạnh. Chiên giòn khoai môn rồi để ráo dầu.  
– Pha nước trộn: cho vào chảo nhỏ các gia vị gồm 1m bột ngọt AJI-NO-MO-TO®, 2M giấm gạo lên men của Ajinomoto, 2M nước cốt chanh, 2M tương ớt, 4M đường, 4M nước mắm, nấu tan đường, để nguội, thêm 2M tỏi băm khuấy đều.","– Trộn sứa, hành tây, ớt sừng, cà rốt, rau húng lủi, cần tàu với 1/2 lượng nước trộn. Thêm 4M nước lọc vào 1/2 nước trộn còn lại làm nước chấm gỏi. 
– Xếp khoai môn ở dưới, cho sứa và rau lên trên, rắc thêm mè rang, trên cùng trang trí với xốt mayonnaise Aji-mayo nắp kép mới, khi ăn trộn đều.","– Đun sệt nước trộn để gia vị tan đều và gỏi dễ thấm vị hơn.  
– Sứa chần nhanh qua nước sôi để không bị chảy nước","gỏi, gỏi khoai môn, gỏi sứa, khoai môn, món gỏi dễ làm, sua",217,38,3,14,34,https://monngonmoingay.com/wp-content/uploads/2018/06/goi-sua-khoai-mon-500-min.jpg
295,Súp nấm cua,"Món súp thích hợp dùng vào các dịp giáng sinh, năm mới, có sự kết hợp hài hoà của thịt cua và các loại nấm.",Món mặn,4 người,25,"Thịt cua: 150g, Trứng gà: 3 quả, Nấm đông cô tươi, nấm linh chi, Nấm rơm, nấm kim châm, Tiêu, dầu mè, muối, Bột năng, ngò rí, ớt, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ""","– Nấm đông cô và nấm rơm cắt nhỏ, nâm kim châm và nấm linh chi cắt đôi. – Ngò rí thái nhỏ. Trứng gà đánh tan đều. Hòa tan 5M bột năng với 1/2 chén nước.","– Cho nấm đông cô vào nồi khoảng 1,5 lít nước dùng đang sôi, cho tiếp thịt cua vào nấu khoảng 1 lúc thì cho tiếp loại nấm còn lại vào. Nêm 2M hạt nêm Aji-ngon® và 1/2m muối. Cho bột năng vào từ từ, khuấy đều cho súp có độ sánh. Sau đó cho trứng gà vào, khuấy nhẹ tay để tạo sợi. Tắt bếp và thêm 1m dầu mè vào tạo thêm sức hấp dẫn cho món ăn.","Múc súp ra tô, rắc tiêu, ngò rí  lên trên. Ăn kèm nước tương  “Phú Sĩ”   và ớt cắt lát.","Để làm sạch nấm, ngâm nấm linh chi, nấm kim châm và nấm đông cô ngâm qua nước muối pha loãng, riêng nấm rơm ngâm qua nước vo gạo, sau đó rửa sạch.",món ngon từ nấm,579,32,7,14,8,https://monngonmoingay.com/wp-content/uploads/2015/08/SUP-NAM-CUA-540-360.jpg
296,Lẩu vịt tía tô,"Một món lẩu ngon xuất sắc với thịt vịt béo mềm, chiên ngập dầu tạo thành màu vàng nâu hấp dẫn, khoai môn bùi bùi, đậu hũ ky giòn rụm, nước lẩu thì thơm ơi là thơm mùi tía tô, nghe thôi đã muốn xuỳ xụp xuỳ xụp. Lẩu vịt tía tô món ngon cho bữa tiệc nhẹ cuối tuần tụ họp bên nhau.",Món mặn,4 người,15,"Vịt làm sạch: 1/2 con, Khoai môn cau: 200g, Tàu hũ ki lá (loại để chiên): 1 lá (vuông 25cm2), Hành lá: 5 nhánh, Gừng cắt sợi: 1M, Ớt satế: 1M, Lá tía tô: 100g, Chao trắng: 2M, Nước dừa tươi: 1 trái, RAU NÊM:	Hành tỏi băm, ĂN KÈM:	mì, cải bẹ xanh, rau tần ô, Gia vị: 	Dầu ăn, dầu điều, đường, muối, hắc xì dầu, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Gà","– Vịt làm sạch bằng rượu trắng, muối, gừng băm. – Khoai môn cau cắt miếng cạnh 4cm, chiên xém mặt, để ráo dầu. Hành lá cắt khúc 3cm. Tía tô cắt nhỏ. – Khứa nhẹ phần da vịt, ướp với 1M hắc xì dầu, để thấm 5 phút. Chiên ngập dầu cho da vịt có màu vàng nâu rồi ngâm vào nước đá. Chặt vịt thành miếng vừa ăn, ướp với 1m muối, 1M tỏi băm, 2M hành tím băm, 1M gừng sợi, 1M satế, 2M chao, 1M đường, 1M hạt nêm Aji-ngon® Gà, để thấm 15 phút.","Xào thịt với 2M dầu điều cho săn,thêm 1.5 lít nước (nước dừa + nước lọc), nấu vịt gần chín thì cho khoai môn vào nấu chín,nêm thêm 1M hạt nêm Aij-ngon® Gà, nếm vị vừa ăn, tắt lửa.","Cho vịt nấu ra nồi lẩu, khi ăn cho thêm rau tía tô, rau và mì tùy thích. Khi ăn chấm kèm nước tương “Phú Sĩ”.",– Khứa phần da vịt để loại bỏ bớt mỡ khi chiên. – Ướp vịt với hắc xì dầu sau khi áp chảo sẽ có vị thơm và màu đẹp. – Dùng nước dừa tươi để nước lẩu ngon hơn.,"lẩu vịt, món lẩu dễ làm, mon lau ngon, món ngon từ vịt, vịt",518,39,3,13,28,https://monngonmoingay.com/wp-content/uploads/2023/04/lau-vit-tia-to.jpg
297,Vịt kho chanh muối,"Một nguyên liệu khi nghe ai cũng nghĩ là 1 món uống giải khát, chanh muối. Nhưng với món vịt kho chanh muối, chắc chắn bạn sẽ có trải nghiệm mới lạ. Đó là sự kết hợp giữa độ chua mặn từ chanh muối và vị ngon ngọt đậm đà của miếng thịt vịt mềm mại. Thêm chén cơm trắng ăn kèm nữa thì còn gì sánh bằng?",Món mặn,4 người,45,"Vịt    1/2 con (khoảng 700- 800g), Chanh muối    2 quả, Cà rốt     1 củ, Đậu Hà Lan trái    100g, Hành lá     2 cây, Hành tỏi băm    1M, Gừng cắt sợi    1/2M, Dừa tươi    1 trái, RAU NÊM: Hành ngò, Dầu điều, tương ớt, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""","– Chanh muối: 1 trái cắt làm 8 miếng, bỏ hạt, 1 trái băm nhỏ. 
– Ướp vịt: Vịt chặt miếng vừa ăn, ướp với 1m bột ngọt AJI-NO-MOTO®, 1m dầu diều, 3M nước tương “Phú Sĩ”, 1 trái chanh muối băm nhỏ, hành tỏi băm, gừng cắt sợi, để thấm 30 phút.
– Cà rốt tỉa hoa, cắt lát 0.5cm. Đậu Hà Lan tước bỏ xơ.","– Cho vịt vào nồi, đảo vịt cho săn khoảng 5′, sau đó cho nước dừa tươi vào nấu sôi rồi đậy nắp, giảm lửa kho cho vịt mềm, khi vịt gần mềm thì nêm thêm 2M tương ớt và cho cà rốt vào kho thấm vị.  
– Sau cùng cho đậu Hà Lan và phần chanh muối còn lại vào kho, khi đậu vừa chín tới thì tắt lửa, rắc hành ngò lên trên.","– Múc vịt kho chanh muối ra dĩa, dùng kèm cơm nóng.","– Cho chanh muối 2 lần để món ăn có hương vị chanh muối đặc trưng.   
– Kho đậy nắp để thịt mềm, thấm đều gia vị","món ngon từ vịt, món vịt kho, vịt, vịt kho chanh",576,31,9,28,21,https://monngonmoingay.com/wp-content/uploads/2018/05/vit-kho-chanh-muoi-500-min.jpg
298,Thịt bò kho quế,"Đây là món ăn truyền thống thơm ngon vào dịp Tết của miền Trung, ngoài ra còn rất ấm bụng nữa.",Món mặn,4 người,40,"Thịt bò bắp : 600g, Quế chi : 5g, Sả : 3 cây, Nước dừa tươi : 1 chén, Hành tím băm : 2M, Muối, tiêu, đường, ớt bột, dầu điều, Xốt tương đậu nành LISA, Hạt nêm Aji-ngon® Heo","– Thịt bò làm sạch, chần sơ, cắt khối vuông 3cm. Sả cắt khúc, đập dập. – Ướp thịt với 2M hành tím băm, 1m đường, 1/2m muối, 2m hạt nêm Aji-ngon®, 1m ớt bột, 2M dầu điều, 50g quế và sả đập, 1/3m tiêu, để thấm 30 phút.","Cho thịt bò vào nồi xào săn rồi cho nước dừa và 1 chén nước lọc vào, đậy nắp, kho lửa nhỏ cho thịt chín mềm, nước sánh lại thì cho 1M xốt tương LISA vào, đảo đều.","Múc thịt bò kho ra dĩa, rắc thêm tiêu, dùng nóng.","Chọn thịt bò có lẫn gân và ít mỡ thì khi kho sẽ ngon và thơm hơn. Có thể kho bằng nồi áp suất thì thời gian kho sẽ ngắn hơn, khi đó chỉ cho ít nước dừa và không thêm nước lọc.","cách kho thịt ngon, thịt bò kho, thịt kho",320,17,6,12,12,https://monngonmoingay.com/wp-content/uploads/2015/08/5.thitbokhoque3.png
299,Tôm nướng lá chuối,"Đơn giản, nhanh gọn trong 15 phút là có ngay món tôm nướng thơm lừng, thấm vị mà không cần phải xào nấu quá nhiều. Công thức sáng tạo với hương lá chanh, lá chuối và nước xốt ướp đặc biệt sẽ khiến món ăn trở thành tâm điểm của bàn ăn! Thích hợp cho những buổi tiệc nhỏ hoặc đổi vị cho bữa cơm gia đình!",Món mặn,4 người,40,"Tôm sú : 500g, Ớt bột : 5g, Tỏi băm : 2M, Hành tím băm : 2M, Cọng ngò rí cắt nhỏ : 2M, Ớt băm : 2M, Sả băm : 2M, Lá chanh Bắc : 2M, Dầu điều : 2M, Xà lách xoong, Lá chuối, giấy bạc, Dầu ăn, nước mắm, dầu hào, tương ớt, đường thốt nốt, Hạt nêm Aji-ngon® Heo","Tôm sú chẻ lưng, bỏ chỉ đen và chân, để ráo. Lá chanh cắt nhuyễn.","– Làm xốt: Phi thơm 2M tỏi, 2M hành tím, 2M sả băm, ớt băm, nêm 1M dầu hào, 2M đường thốt nốt, 1M nước mắm, 1M tương ớt, 1M hạt nêm Aji-ngon® đảo đều, tắt lửa, thêm vào 2M dầu điều, ớt bột, 2M cọng ngò rí và 2M lá chanh. – Ướp tôm với nước xốt trong 20 phút cho thấm vị. – Đặt giấy bạc lên khay nướng, xếp lá chuối lên (phần mặt nhám của lá chuối úp vào giấy bạc), cho tôm lên lá chuối rồi cho hết phần xốt ướp vào. Gấp mép giấy bạc vuông góc, sau đó cuốn lại, nướng tôm 250°C trong 15 phút đến khi tôm chín.",Xếp lá xà lách xoong vào 1 bên đĩa rồi đặt tôm lên trên.,– Chẻ lưng tôm giúp gia vị thấm đều vào tôm hơn. – Dùng lá chuối gói tôm nướng làm dậy mùi thơm đặc trưng của món ăn. – Cho tôm vào nướng khi lò nóng sẵn giúp tôm săn chắc hơn.,"món tôm dễ làm, món tôm nướng, tôm nướng",202,20,7,30,20,https://monngonmoingay.com/wp-content/uploads/2015/08/TÔM-NƯỚNG-LÁ-CHUỐI_CQC1656.png
300,Kem vị trà Matcha Blendy,"Kem vị trà matcha Blendy bông xốp, mịn ngon, thơm mùi trà matcha, beo béo vị sữa và kem topping. Nếm vào là tan ngay trên đầu lưỡi. Mát lạnh tuyệt vời. Chờ gì mà chưa làm ngay món ngon cuối tuần này!",Món mặn,4 người,35,"Kem topping: 150g, Hạnh nhân lát: 1M, Bánh quế socola: 4 thanh, Blendy® Trà Matcha Sữa","– Hạnh nhân lát rang thơm. – Pha 3 gói Blendy Matcha với 50g nước sôi, khuấy tan, để nguội.","– Dùng máy đánh trứng đánh bông phần kem, sau đó cho hỗn hợp Blendy vào đánh đều. Để vào ngăn đông khoảng 4h.","– Múc kem ra ly, trang trí với hạnh nhân lát và bánh quế. * Món ăn đi kèm: Bánh rán cam mật ong",– Đánh bông kem rồi cho pha hỗn hợp Blendy để kem được bông xốp. – Hỗn hợp blendy để thật nguội mới trộn vào kem để kem không bị chảy,"kem, kem trà matcha, kem tươi, món ăn cho bé",319,11,6,24,12,https://monngonmoingay.com/wp-content/uploads/2022/08/kem-vi-tra-matcha-blendy.jpg
301,Thịt bò chiên mắm bò hóc,"Thết đãi cả nhà một món ăn đậm chất Campuchia nhưng rất dễ làm và hấp dẫn! Mắm Bò Hóc là món tiêu biểu trong ẩm thực Khmer, chế biến với thịt bò là một sự kết hợp tuyệt vời. Món ăn có mùi vị thơm đặc trưng của mắm, vị mặn đậm đà, thơm mùi sả và lá lốt, ăn kèm dưa leo mát giòn, cà pháo chát nhẹ khiến vị mắm không còn mặn nữa mà rất dễ ăn, và sẽ đặc biệt ngon hơn khi ăn cùng cơm trắng.",Món mặn,4 người,15,"Thịt bò băm  200g, Mắm bò hóc  30g, Lá lốt   10 lá, Bột năng  50g, Cà pháo  10 trái, Dưa leo   1 trái, Chanh    1 quả, Hành tỏi băm, sả xay, ớt bột, Tiêu, đường, dầu ăn, Ăn kèm: xà lách, rau thơm, nước mắm loãng chua ngọt, Bột ngọt AJI-NO-MOTO®","– Thịt bò băm nhỏ, mắm bò hóc băm nhỏ. Trộn mắm với thịt bò, hành tỏi băm;nêm 1/2m tiêu, 1/2m ớt bột, 1/2m đường, 1M sả xay, 1/2m bột ngọt AJI-NO-MOTO®.
– Cà pháo cắt lát, ngâm vào tô nước có vắt 1 miếng chanh. Lá lốt cắt nhuyễn. Dưa leo cắt lát bày lên đĩa.","– Trộn đều bột năng, lá lốt với thịt bò, vo tròn, ấn dẹp đường kính khoảng 5cm.
– Đặt chảo lên bếp, cho 2M dầu ăn vào. Cho thịt vào chảo, áp chảo vàng đều 1 mặt, lật thịt bò sang mặt còn lại, tiếp tục chiên chín vàng.","Dọn món ăn ra dĩa, ăn với cơm, cà pháo, dưa leo, xà lách, rau thơm và nước mắm chua ngọt.","– Cho bột năng vào thịt bò tạo sự kết dính tốt Cho món ăn.
– Sử dụng lá lốt trong món ăn tạo hương vị độc đáo","món chiên dễ làm, thịt bò chiên, thịt chiên",471,35,8,26,25,https://monngonmoingay.com/wp-content/uploads/2015/10/ThitBoChienMamBoHoc_540-e1443789142697.jpg
302,Lẩu kim chi chân gà,"Hướng dẫn nấu món lẩu kim chi chân gà với mẹo làm cho chân gà chín vừa, mềm ngon. Món lẩu kim chi đẹp mắt với màu đỏ đặc trưng và vị chua cay ngọt của kim chi. Cùng vào bếp làm ngay món lẩu hấp dẫn đặc trưng của xứ Hàn ngay nào!",Món mặn,4 người,50,"Chân gà công nghiệp: 700g, Cà chua bi: 12 trái, Ớt hiểm xanh đỏ: 6 trái, Sả cây: 3 cây, Giá sống: 150g, Nấm rơm: 100g, ĂN KÈM:	Bún tươi, rau húng quế, ngò gai, cần tàu, nước mắm ớt cắt lát, Gia vị: Muối, tỏi băm, tỏi phi dầu,  dầu ăn, nước mắm, đường, Giấm gạo lên men Ajinomoto, Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi","– Sơ chế chân gà: Chân gà rửa sạch, chặt làm 2 để ráo. Đun sôi 1L nước, cho 2M giấm, 1M muối, cho chân gà vào chần 2 phút vớt ra để ráo. – Cà chua bi cắt đôi. – Ớt hiểm xanh đỏ đập dập. – Sả cây đập dập, cắt khúc 5mm. – Sơ chế rau nêm, giá, nấm.","Bắc nồi, cho 2M dầu cho sả, tỏi, ớt vào phi thơm, rồi cho cà bi & nấm rơm vào xào qua, thêm 1,5L nưới sôi cho thêm 1 gói Gia Vị Nêm Sẵn Aji-Quick® LẨU KIM CHI vào. Đun sôi nước này lên cho chân gà vào nấu chín, rồi cho rau nêm, 1m đường, ớt xanh đỏ và tỏi phi.","Trình bày lẩu ra nồi. Dọn kèm bún, giá, rau húng quế, ngò gai, cần tàu, nước mắm có ớt cắt lát.","– Chần chân gà qua nước sôi có pha giấm để khử mùi, giúp chân gà trắng và ngon hơn. – Nước dùng để chan bún cần nêm đậm đà, để khi chan vào bún có thêm rau giúp vị vừa ăn. – Tùy theo ý thích, có thể thêm rau, nấm ăn kèm lẩu.","chân gà, lẩu kim chi, món Hàn Quốc, món lẩu dễ làm",302,27,10,28,22,https://monngonmoingay.com/wp-content/uploads/2022/10/lau-kim-chi-chan-ga.jpg
303,Cá hồi cuộn bơ chiên giòn,"Cá hồi ngoài ăn sống, đem nướng hay nấu canh, còn có thể đem chiên nữa. Cuối tuần nhà có tiệc, bạn hãy thử làm món Cá hồi cuộn bơ chiên giòn này thử xem. Vị beo béo của cá hồi, kết hợp với vị bùi bùi của bơ, ngòn ngọt của thanh cua sẽ khiến bữa ăn nhà bạn thêm ngon miệng đó. Vào bếp thử ngay món cá hấp dẫn này thôi nào!",Món mặn,4 người,20,"Cá hồi phi lê: 100g, Thanh cua Nhật: 100g, Húng lũi: 10g, Bơ sáp chín vừa: 1 trái, Bánh tráng dẻo: 6 cái, Dầu ăn, muối, tiêu, nước cốt chanh, tương ớt, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn (Tên cũ: Bột Chiên Giòn Hải Sản), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Cá hồi cắt thanh dài 5cm, ướp 1/4m muối, 1/4m tiêu, ít nước cốt chanh, để thấm. – Bơ cắt thanh dài 5cm, ngâm nước cốt chanh pha loãng. – Húng lũi cắt nhỏ. – Thanh cua xé sợi, trộn 1M xốt Mayonnaise Aji-Mayo®, 1M húng lủi cắt nhỏ. – Xếp thanh cua, cá hồi và bơ lên mặt bánh tráng, cuộn chặt tay.","– Pha Aji-Quick® Bột chiên giòn theo hướng dẫn bao bì, lần lượt nhúng từng cuộn cá hồi, sau đó đem chiên chín vàng, vớt ra để ráo dầu. – Pha xốt chấm: trộn đều xốt 1M Mayonnaise Aji-Mayo®, 50g bơ xay nguyễn, ít muối, ít tiêu","Xếp món ăn ra dĩa, chấm kèm xốt pha. Món ăn đi kèm: Cồi sò điệp xào hoa thiên lý","– Có thể thay cá hồi xông khói để món ăn có hương vị mới lạ hơn. – Trộn bơ với nước cốt chanh để giữ màu đẹp. – Chọn bánh tráng dẻo và trong, mỏng, giúp sau khi chiên cuộn chả ngoài giòn, trong mềm ngon","cá chiên giòn, cá hồi",467,24,7,21,17,https://monngonmoingay.com/wp-content/uploads/2015/08/ca-hoi-cuon-bo-chien-gion-880.jpg
